,age,decile1,decile3,fam_inc,lsat,ugpa,cluster,fulltime,male,race1,pass_bar
4269,-61.0,7.0,7.0,4.0,40.0,3.3,1.0,1.0,1.0,0,1.0
4270,-67.0,4.0,2.0,5.0,30.0,3.3,1.0,1.0,0.0,0,1.0
4271,-64.0,9.0,7.0,4.0,34.0,3.3,1.0,2.0,0.0,0,1.0
4272,-61.0,9.0,10.0,3.0,40.0,3.3,3.0,1.0,0.0,0,1.0
4273,-62.0,4.0,4.0,4.0,38.0,3.3,1.0,1.0,0.0,0,1.0
4274,-61.0,8.0,7.0,3.0,41.0,3.3,5.0,1.0,1.0,4,1.0
4275,-53.0,10.0,10.0,1.0,44.0,3.3,1.0,2.0,0.0,0,1.0
4277,-61.0,4.0,5.0,4.0,35.0,3.3,3.0,1.0,1.0,0,1.0
4278,-61.0,3.0,2.0,4.0,35.0,3.3,4.0,1.0,0.0,0,1.0
4279,-62.0,7.0,9.0,4.0,41.0,3.3,4.0,1.0,1.0,0,1.0
4280,-62.0,3.0,2.0,4.0,47.0,3.3,5.0,1.0,1.0,0,1.0
4281,-57.0,5.0,2.0,4.0,41.0,3.3,3.0,1.0,0.0,0,1.0
4282,-62.0,6.0,3.0,2.0,31.0,3.3,2.0,1.0,0.0,0,1.0
4283,-62.0,8.0,8.0,4.0,42.0,3.3,2.0,1.0,1.0,0,1.0
4284,-59.0,2.0,2.0,3.0,33.0,3.3,4.0,1.0,1.0,3,1.0
4285,-43.0,5.0,3.0,4.0,30.0,3.3,3.0,1.0,1.0,0,1.0
4286,-64.0,6.0,4.0,3.0,35.0,3.3,1.0,1.0,1.0,0,1.0
4287,-55.0,9.0,9.0,4.0,44.0,3.3,1.0,1.0,1.0,0,1.0
4288,-46.0,10.0,10.0,4.0,38.0,3.3,1.0,1.0,0.0,0,1.0
4289,-52.0,5.0,8.0,4.0,43.0,3.3,4.0,1.0,0.0,0,1.0
4290,-62.0,8.0,8.0,4.0,35.0,3.3,1.0,1.0,1.0,0,1.0
4292,-61.0,6.0,6.0,3.0,45.0,3.3,1.0,1.0,1.0,0,1.0
4293,-62.0,2.0,4.0,4.0,35.0,3.3,3.0,1.0,0.0,0,1.0
4294,-61.0,8.0,8.0,4.0,48.0,3.3,3.0,1.0,1.0,0,1.0
4295,-61.0,4.0,4.0,2.0,40.0,3.3,1.0,1.0,0.0,0,1.0
4296,-63.0,6.0,7.0,5.0,36.0,3.3,4.0,1.0,1.0,0,1.0
4297,-61.0,6.0,7.0,3.0,37.0,3.3,3.0,1.0,0.0,0,1.0
4299,-56.0,7.0,5.0,3.0,37.0,3.3,4.0,1.0,1.0,0,1.0
4300,-61.0,1.0,2.0,4.0,33.0,3.3,3.0,1.0,1.0,0,1.0
4301,-62.0,9.0,9.0,4.0,46.0,3.3,5.0,1.0,0.0,0,1.0
4302,-62.0,4.0,5.0,3.0,45.0,3.3,4.0,1.0,1.0,0,1.0
4303,-56.0,5.0,7.0,2.0,37.0,3.3,3.0,1.0,0.0,0,1.0
4304,-58.0,3.0,5.0,2.0,42.0,3.3,1.0,1.0,0.0,0,1.0
4305,-55.0,4.0,5.0,3.0,33.0,3.3,4.0,2.0,1.0,0,1.0
4306,-62.0,7.0,5.0,3.0,32.0,3.3,3.0,1.0,1.0,0,1.0
4309,-62.0,6.0,7.0,4.0,41.0,3.3,4.0,1.0,0.0,0,1.0
4310,-58.0,3.0,2.0,3.0,26.0,3.3,3.0,1.0,1.0,2,1.0
4311,-62.0,6.0,5.0,3.0,41.0,3.3,3.0,1.0,1.0,0,1.0
4312,-51.0,7.0,6.0,3.0,41.0,3.3,4.0,1.0,1.0,0,1.0
4313,-38.0,10.0,9.0,3.0,36.0,3.3,1.0,1.0,0.0,0,1.0
4314,-59.0,6.0,8.0,4.0,40.0,3.3,4.0,1.0,1.0,0,1.0
4315,-61.0,5.0,4.0,3.0,36.0,3.3,1.0,1.0,1.0,1,1.0
4316,-63.0,6.0,5.0,3.0,34.0,3.3,3.0,1.0,0.0,0,1.0
4317,-64.0,8.0,7.0,3.0,38.0,3.3,3.0,1.0,1.0,0,1.0
4318,-61.0,6.0,4.0,3.0,37.0,3.3,1.0,1.0,1.0,0,1.0
4319,-62.0,2.0,5.0,4.0,43.0,3.3,5.0,1.0,0.0,0,1.0
4320,-62.0,7.0,7.0,4.0,46.0,3.3,1.0,1.0,0.0,0,1.0
4321,-62.0,7.0,7.0,4.0,35.0,3.3,3.0,1.0,1.0,0,1.0
4322,-60.0,4.0,2.0,3.0,32.3,3.3,5.0,2.0,0.0,0,1.0
4323,-61.0,6.0,3.0,3.0,33.0,3.3,3.0,1.0,1.0,0,1.0
4324,-49.0,3.0,5.0,2.0,32.0,3.3,3.0,1.0,1.0,0,1.0
4325,-66.0,1.0,1.0,5.0,30.0,3.3,5.0,1.0,0.0,3,1.0
4326,-61.0,6.0,3.0,3.0,29.5,3.3,2.0,1.0,0.0,0,1.0
4327,-66.0,2.0,2.0,4.0,43.0,3.3,4.0,1.0,0.0,3,1.0
4328,-61.0,7.0,8.0,4.0,41.0,3.3,4.0,1.0,0.0,0,1.0
4329,-62.0,1.0,1.0,3.0,27.0,3.3,1.0,1.0,0.0,3,0.0
4330,-61.0,2.0,4.0,4.0,35.0,3.3,3.0,1.0,0.0,0,1.0
4331,-60.0,3.0,6.0,4.0,34.5,3.3,3.0,1.0,0.0,0,1.0
4332,-62.0,7.0,7.0,4.0,39.0,3.3,1.0,1.0,1.0,0,1.0
4333,-61.0,6.0,7.0,3.0,34.0,3.3,1.0,1.0,1.0,0,1.0
4334,-60.0,6.0,6.0,5.0,35.0,3.3,3.0,1.0,0.0,0,1.0
4336,-59.0,9.0,8.0,4.0,37.0,3.3,1.0,1.0,0.0,0,1.0
4337,-62.0,10.0,9.0,3.0,34.0,3.3,6.0,1.0,0.0,3,1.0
4338,-65.0,5.0,6.0,4.0,35.5,3.3,3.0,1.0,1.0,0,1.0
4339,-62.0,3.0,3.0,4.0,31.0,3.3,3.0,1.0,0.0,3,1.0
4340,-56.0,2.0,2.0,1.0,37.0,3.3,5.0,1.0,1.0,1,0.0
4341,-61.0,3.0,5.0,3.0,38.0,3.3,4.0,2.0,0.0,0,1.0
4342,-56.0,8.0,8.0,4.0,40.0,3.3,4.0,1.0,1.0,0,1.0
4343,-62.0,7.0,6.0,5.0,37.0,3.3,4.0,1.0,1.0,0,1.0
4344,-61.0,8.0,7.0,4.0,33.5,3.3,3.0,1.0,0.0,0,1.0
4345,-62.0,5.0,5.0,3.0,35.0,3.3,3.0,1.0,0.0,0,1.0
4346,-60.0,9.0,7.0,3.0,40.0,3.3,3.0,1.0,0.0,0,1.0
4347,-61.0,10.0,9.0,4.0,32.0,3.3,3.0,1.0,0.0,0,1.0
4348,-54.0,2.0,2.0,3.0,29.0,3.3,3.0,1.0,1.0,0,1.0
4349,-58.0,6.0,3.0,2.0,43.0,3.3,1.0,1.0,1.0,0,1.0
4350,-44.0,9.0,7.0,3.0,34.0,3.3,3.0,2.0,1.0,0,1.0
4351,-67.0,4.0,3.0,5.0,39.0,3.3,1.0,1.0,0.0,0,1.0
4352,-60.0,3.0,7.0,4.0,35.0,3.3,4.0,1.0,0.0,0,1.0
4353,-48.0,6.0,8.0,4.0,38.0,3.3,1.0,1.0,1.0,0,1.0
4354,-45.0,10.0,1.0,3.0,28.0,3.3,4.0,1.0,0.0,3,1.0
4355,-62.0,7.0,7.0,4.0,40.0,3.3,1.0,1.0,1.0,0,1.0
4357,-63.0,3.0,6.0,2.0,34.0,3.3,1.0,2.0,0.0,0,1.0
4358,-58.0,6.0,7.0,3.0,33.5,3.3,1.0,1.0,1.0,0,1.0
4360,-60.0,5.0,5.0,3.0,31.0,3.3,3.0,1.0,1.0,0,1.0
4361,-55.0,4.0,3.0,3.0,34.0,3.3,1.0,1.0,1.0,0,1.0
4362,-60.0,4.0,3.0,1.0,36.0,3.3,4.0,2.0,1.0,0,1.0
4363,-60.0,5.0,3.0,3.0,41.0,3.3,4.0,1.0,1.0,0,1.0
4364,-58.0,10.0,10.0,3.0,38.0,3.3,4.0,2.0,1.0,0,1.0
4365,-48.0,6.0,6.0,3.0,39.0,3.3,3.0,1.0,1.0,0,1.0
4366,-61.0,9.0,8.0,5.0,35.0,3.3,3.0,1.0,0.0,0,1.0
4367,-59.0,8.0,9.0,5.0,35.0,3.3,3.0,1.0,1.0,0,1.0
4368,-48.0,6.0,6.0,4.0,33.0,3.3,3.0,1.0,0.0,0,1.0
4369,-58.0,8.0,6.0,4.0,45.0,3.3,4.0,1.0,1.0,0,1.0
4370,-62.0,2.0,4.0,4.0,31.0,3.3,3.0,1.0,0.0,0,1.0
4371,-60.0,3.0,3.0,4.0,35.5,3.3,1.0,1.0,1.0,0,1.0
4372,-60.0,7.0,9.0,4.0,40.0,3.3,1.0,1.0,0.0,0,1.0
4373,-61.0,1.0,1.0,3.0,39.0,3.3,1.0,2.0,1.0,0,1.0
4374,-61.0,4.0,6.0,4.0,35.0,3.3,3.0,1.0,0.0,0,1.0
4375,-59.0,10.0,10.0,5.0,35.0,3.3,3.0,1.0,1.0,0,1.0
4376,-61.0,8.0,6.0,3.0,37.0,3.3,1.0,1.0,0.0,0,1.0
4377,-64.0,9.0,9.0,4.0,39.0,3.3,3.0,1.0,0.0,0,1.0
4378,-61.0,1.0,3.0,3.0,36.0,3.3,4.0,1.0,0.0,2,1.0
4379,-67.0,1.0,1.0,3.0,38.0,3.3,1.0,1.0,0.0,0,1.0
4380,-53.0,8.0,9.0,3.0,34.0,3.3,1.0,1.0,1.0,0,1.0
4381,-60.0,4.0,3.0,3.0,29.0,3.3,2.0,1.0,1.0,0,1.0
4383,-61.0,9.0,9.0,2.0,34.0,3.3,3.0,1.0,0.0,0,1.0
4384,-51.0,6.0,2.0,1.0,24.0,3.3,1.0,1.0,1.0,3,1.0
4385,-57.0,9.0,9.0,2.0,41.5,3.3,4.0,1.0,1.0,2,1.0
4386,-54.0,10.0,10.0,2.0,42.0,3.3,3.0,1.0,0.0,0,1.0
4387,-62.0,9.0,8.0,3.0,35.5,3.3,3.0,1.0,0.0,0,1.0
4388,-62.0,8.0,9.0,4.0,36.0,3.3,4.0,1.0,1.0,0,1.0
4389,-63.0,2.0,1.0,2.0,27.0,3.3,1.0,1.0,0.0,3,1.0
4390,-61.0,4.0,4.0,4.0,38.0,3.3,1.0,1.0,0.0,0,1.0
4391,-63.0,2.0,4.0,3.0,31.0,3.3,3.0,1.0,0.0,0,1.0
4392,-62.0,3.0,2.0,4.0,36.0,3.3,1.0,1.0,0.0,0,1.0
4393,-62.0,5.0,3.0,4.0,36.0,3.3,3.0,1.0,1.0,0,1.0
4394,-59.0,3.0,2.0,3.0,33.0,3.3,1.0,1.0,0.0,2,1.0
4395,-62.0,4.0,4.0,4.0,35.0,3.3,4.0,1.0,0.0,0,1.0
4396,-57.0,10.0,9.0,3.0,36.5,3.3,1.0,1.0,1.0,0,1.0
4397,-62.0,4.0,3.0,4.0,32.0,3.3,1.0,1.0,0.0,1,1.0
4398,-62.0,7.0,8.0,3.0,41.0,3.3,3.0,1.0,0.0,0,1.0
4400,-59.0,10.0,9.0,4.0,40.0,3.3,3.0,1.0,1.0,0,1.0
4401,-62.0,6.0,6.0,2.0,43.0,3.3,1.0,1.0,1.0,0,1.0
4402,-56.0,6.0,3.0,4.0,35.0,3.3,3.0,1.0,0.0,0,1.0
4403,-56.0,8.0,7.0,4.0,42.0,3.3,3.0,1.0,0.0,0,1.0
4404,-50.0,5.0,6.0,4.0,36.0,3.3,6.0,1.0,0.0,0,0.0
4405,-60.0,9.0,10.0,4.0,39.5,3.3,1.0,1.0,1.0,0,1.0
4406,-62.0,9.0,6.0,4.0,48.0,3.3,4.0,1.0,1.0,0,1.0
4407,-61.0,3.0,3.0,4.0,35.0,3.3,3.0,1.0,1.0,0,1.0
4408,-62.0,7.0,7.0,4.0,27.0,3.3,3.0,1.0,0.0,0,1.0
4409,-62.0,8.0,8.0,4.0,30.0,3.3,2.0,1.0,1.0,0,1.0
4410,-57.0,6.0,5.0,3.0,37.0,3.3,3.0,1.0,0.0,0,1.0
4411,-62.0,3.0,2.0,4.0,44.0,3.3,1.0,1.0,0.0,0,1.0
4412,-61.0,5.0,4.0,4.0,42.0,3.3,1.0,1.0,1.0,0,1.0
4413,-63.0,3.0,4.0,3.0,42.0,3.3,3.0,1.0,0.0,0,1.0
4414,-60.0,10.0,10.0,4.0,44.0,3.3,1.0,1.0,0.0,0,1.0
4415,-61.0,8.0,8.0,4.0,35.0,3.3,6.0,1.0,0.0,4,1.0
4417,-63.0,2.0,1.0,4.0,30.0,3.3,1.0,1.0,0.0,3,1.0
4418,-58.0,7.0,9.0,3.0,39.0,3.3,3.0,1.0,1.0,0,1.0
4419,-58.0,6.0,6.0,3.0,37.0,3.3,3.0,1.0,1.0,0,1.0
4420,-55.0,10.0,10.0,1.0,42.0,3.3,1.0,1.0,1.0,0,1.0
4421,-54.0,4.0,4.0,4.0,32.0,3.3,3.0,1.0,0.0,0,1.0
4422,-49.0,5.0,5.0,3.0,45.0,3.3,4.0,1.0,0.0,0,1.0
4423,-61.0,2.0,2.0,5.0,41.0,3.3,4.0,1.0,1.0,0,1.0
4424,-59.0,7.0,6.0,3.0,32.0,3.3,3.0,1.0,0.0,0,1.0
4425,-51.0,10.0,10.0,3.0,39.0,3.3,1.0,1.0,1.0,0,1.0
4426,-60.0,10.0,8.0,3.0,39.0,3.3,4.0,2.0,1.0,0,1.0
4427,-66.0,2.0,2.0,3.0,33.0,3.3,1.0,1.0,0.0,0,1.0
4428,-62.0,8.0,8.0,3.0,41.0,3.3,3.0,1.0,0.0,0,1.0
4429,-50.0,9.0,8.0,2.0,37.0,3.3,6.0,1.0,0.0,0,1.0
4430,-67.0,5.0,4.0,3.0,37.0,3.3,4.0,1.0,1.0,0,1.0
4432,-67.0,2.0,1.0,3.0,39.0,3.3,5.0,1.0,0.0,0,1.0
4433,-58.0,10.0,9.0,3.0,32.0,3.3,1.0,1.0,1.0,0,1.0
4434,-62.0,4.0,2.0,4.0,34.0,3.3,3.0,1.0,0.0,0,0.0
4435,-58.0,10.0,10.0,4.0,40.0,3.3,2.0,2.0,1.0,0,1.0
4436,-57.0,6.0,9.0,4.0,47.0,3.3,1.0,1.0,0.0,0,1.0
4437,-67.0,4.0,5.0,4.0,34.5,3.3,3.0,1.0,0.0,0,1.0
4438,-58.0,5.0,5.0,4.0,34.0,3.3,3.0,1.0,0.0,0,1.0
4440,-59.0,2.0,2.0,4.0,31.0,3.3,3.0,1.0,0.0,0,0.0
4441,-67.0,9.0,9.0,2.0,33.0,3.3,3.0,1.0,1.0,1,1.0
4442,-54.0,9.0,9.0,4.0,46.0,3.3,4.0,1.0,0.0,0,1.0
4443,-60.0,7.0,10.0,3.0,40.0,3.3,2.0,1.0,1.0,0,1.0
4445,-67.0,8.0,7.0,4.0,38.0,3.3,3.0,1.0,0.0,2,1.0
4446,-63.0,5.0,6.0,4.0,41.0,3.3,1.0,1.0,1.0,0,1.0
4447,-62.0,8.0,8.0,3.0,32.5,3.3,3.0,1.0,0.0,0,1.0
4448,-61.0,7.0,8.0,5.0,46.0,3.3,5.0,1.0,1.0,0,1.0
4449,-64.0,5.0,5.0,5.0,37.0,3.3,1.0,1.0,0.0,0,1.0
4450,-62.0,4.0,2.0,4.0,34.0,3.3,1.0,1.0,1.0,3,1.0
4451,-61.0,2.0,3.0,4.0,36.0,3.3,3.0,1.0,1.0,0,1.0
4452,-57.0,2.0,1.0,3.0,28.5,3.3,4.0,1.0,0.0,3,1.0
4453,-62.0,4.0,4.0,3.0,41.0,3.3,1.0,1.0,0.0,0,1.0
4454,-52.0,3.0,5.0,3.0,38.0,3.3,1.0,1.0,1.0,0,1.0
4455,-61.0,1.0,2.0,5.0,28.0,3.3,3.0,1.0,1.0,2,1.0
4457,-58.0,7.0,8.0,4.0,31.0,3.3,3.0,1.0,1.0,0,1.0
4458,-55.0,10.0,10.0,4.0,42.0,3.3,4.0,1.0,1.0,0,1.0
4459,-67.0,2.0,2.0,5.0,40.0,3.3,1.0,1.0,1.0,0,1.0
4461,-59.0,2.0,3.0,3.0,29.0,3.3,2.0,1.0,1.0,0,1.0
4464,-62.0,4.0,3.0,4.0,34.0,3.3,1.0,1.0,1.0,0,1.0
4465,-59.0,3.0,5.0,1.0,43.0,3.3,1.0,1.0,1.0,0,1.0
4466,-61.0,6.0,5.0,4.0,34.0,3.3,3.0,1.0,0.0,0,1.0
4467,-62.0,9.0,8.0,4.0,37.0,3.3,3.0,1.0,1.0,0,1.0
4468,-60.0,1.0,1.0,5.0,27.5,3.3,3.0,1.0,1.0,0,1.0
4469,-61.0,5.0,2.0,3.0,30.5,3.3,3.0,1.0,1.0,0,1.0
4470,-61.0,9.0,8.0,4.0,39.0,3.3,1.0,1.0,0.0,0,1.0
4471,-63.0,7.0,5.0,4.0,33.0,3.3,1.0,1.0,1.0,2,1.0
4472,-61.0,8.0,7.0,4.0,39.0,3.3,3.0,1.0,1.0,0,1.0
4473,-62.0,10.0,10.0,4.0,43.0,3.3,3.0,1.0,0.0,0,1.0
4474,-59.0,6.0,5.0,4.0,31.0,3.3,4.0,1.0,0.0,0,1.0
4475,-67.0,10.0,7.0,4.0,44.0,3.3,1.0,1.0,1.0,0,1.0
4476,-58.0,6.0,5.0,3.0,35.3,3.3,3.0,1.0,1.0,4,0.0
4477,-67.0,8.0,9.0,4.0,38.0,3.3,3.0,1.0,0.0,0,1.0
4478,-44.0,1.0,1.0,4.0,27.0,3.3,3.0,1.0,0.0,3,1.0
4479,-61.0,1.0,1.0,3.0,34.0,3.3,3.0,1.0,0.0,0,1.0
4480,-57.0,7.0,6.0,4.0,40.0,3.3,1.0,1.0,0.0,0,1.0
4481,-60.0,6.0,1.0,5.0,32.0,3.3,4.0,2.0,0.0,0,0.0
4482,-58.0,10.0,9.0,4.0,37.0,3.3,2.0,1.0,1.0,0,1.0
4483,-63.0,6.0,4.0,3.0,37.0,3.3,3.0,1.0,1.0,0,1.0
4484,-45.0,6.0,4.0,2.0,41.0,3.3,1.0,1.0,1.0,0,1.0
4485,-42.0,2.0,2.0,2.0,42.0,3.3,1.0,2.0,0.0,0,1.0
4486,-58.0,6.0,8.0,3.0,47.0,3.3,5.0,1.0,1.0,0,1.0
4487,-58.0,6.0,8.0,4.0,40.0,3.3,3.0,1.0,0.0,0,1.0
4488,-61.0,6.0,7.0,3.0,35.0,3.3,1.0,1.0,0.0,0,1.0
4489,-61.0,9.0,9.0,4.0,33.0,3.3,2.0,1.0,0.0,0,1.0
4490,-61.0,9.0,9.0,4.0,33.0,3.3,3.0,1.0,1.0,4,1.0
4491,-66.0,8.0,9.0,4.0,43.0,3.3,1.0,1.0,1.0,0,1.0
4492,-61.0,4.0,1.0,4.0,32.0,3.3,2.0,1.0,0.0,0,1.0
4493,-62.0,7.0,7.0,4.0,27.0,3.3,2.0,1.0,1.0,0,1.0
4495,-62.0,9.0,9.0,4.0,46.0,3.3,4.0,1.0,1.0,0,1.0
4496,-55.0,5.0,4.0,3.0,33.0,3.3,3.0,1.0,0.0,0,1.0
4497,-62.0,9.0,6.0,5.0,43.0,3.3,4.0,1.0,0.0,0,1.0
4498,-62.0,7.0,7.0,4.0,35.0,3.3,3.0,1.0,0.0,0,1.0
4499,-61.0,6.0,6.0,3.0,38.0,3.3,1.0,1.0,0.0,0,1.0
4500,-41.0,7.0,5.0,5.0,33.0,3.3,6.0,2.0,0.0,0,1.0
4501,-54.0,3.0,4.0,3.0,33.0,3.3,4.0,2.0,0.0,0,1.0
4502,-60.0,1.0,1.0,3.0,33.0,3.3,5.0,1.0,1.0,3,1.0
4503,-59.0,7.0,5.0,3.0,39.0,3.3,3.0,1.0,1.0,0,1.0
4504,-60.0,2.0,3.0,4.0,37.7,3.3,4.0,1.0,1.0,0,1.0
4505,-61.0,10.0,10.0,4.0,28.0,3.3,3.0,1.0,1.0,0,1.0
4506,-62.0,3.0,7.0,3.0,39.0,3.3,3.0,1.0,0.0,0,1.0
4507,-62.0,4.0,4.0,4.0,37.0,3.3,3.0,1.0,0.0,0,1.0
4508,-62.0,9.0,9.0,4.0,32.0,3.3,3.0,1.0,0.0,0,1.0
4509,-62.0,7.0,7.0,2.0,36.0,3.3,3.0,2.0,1.0,0,1.0
4510,-59.0,10.0,10.0,4.0,27.0,3.3,3.0,1.0,1.0,0,1.0
4511,-61.0,9.0,8.0,2.0,28.0,3.3,6.0,1.0,1.0,0,1.0
4512,-57.0,2.0,2.0,4.0,29.0,3.3,3.0,1.0,1.0,0,1.0
4513,-55.0,1.0,3.0,3.0,27.0,3.3,6.0,1.0,1.0,0,1.0
4514,-47.0,3.0,3.0,4.0,41.0,3.3,1.0,1.0,0.0,0,1.0
4515,-43.0,3.0,4.0,3.0,24.0,3.3,3.0,1.0,0.0,3,1.0
4516,-53.0,6.0,6.0,3.0,48.0,3.3,5.0,1.0,1.0,0,1.0
4517,-61.0,3.0,4.0,4.0,44.0,3.3,1.0,1.0,0.0,0,1.0
4518,-68.0,1.0,1.0,3.0,39.0,3.3,1.0,1.0,0.0,0,1.0
4519,-62.0,9.0,9.0,4.0,32.0,3.3,2.0,1.0,1.0,0,1.0
4520,-61.0,6.0,5.0,3.0,29.5,3.3,3.0,1.0,1.0,1,1.0
4521,-56.0,6.0,7.0,4.0,32.0,3.3,3.0,1.0,1.0,0,1.0
4522,-61.0,4.0,4.0,3.0,37.0,3.3,3.0,1.0,0.0,0,1.0
4523,-62.0,6.0,4.0,4.0,38.0,3.3,5.0,1.0,1.0,0,1.0
4524,-56.0,7.0,7.0,3.0,27.0,3.3,3.0,1.0,1.0,1,1.0
4525,-61.0,10.0,10.0,4.0,33.0,3.3,3.0,1.0,0.0,0,1.0
4526,-59.0,6.0,6.0,3.0,34.0,3.3,3.0,1.0,1.0,0,1.0
4527,-57.0,10.0,7.0,3.0,37.0,3.3,1.0,1.0,0.0,1,1.0
4528,-58.0,10.0,7.0,5.0,43.0,3.3,4.0,1.0,1.0,0,1.0
4529,-65.0,4.0,4.0,4.0,40.0,3.3,1.0,1.0,1.0,0,1.0
4530,-59.0,4.0,3.0,4.0,30.0,3.3,4.0,2.0,1.0,2,1.0
4531,-62.0,7.0,9.0,3.0,40.0,3.3,3.0,1.0,0.0,0,1.0
4532,-54.0,4.0,4.0,3.0,33.0,3.3,3.0,1.0,1.0,0,1.0
4533,-65.0,5.0,5.0,4.0,40.0,3.3,3.0,1.0,0.0,0,1.0
4534,-62.0,9.0,10.0,5.0,36.5,3.3,1.0,1.0,0.0,0,1.0
4535,-62.0,9.0,9.0,3.0,33.0,3.3,3.0,2.0,1.0,0,1.0
4536,-66.0,10.0,8.0,3.0,34.0,3.3,1.0,2.0,1.0,0,1.0
4537,-48.0,2.0,3.0,3.0,38.0,3.3,1.0,1.0,0.0,0,1.0
4539,-59.0,10.0,10.0,4.0,41.0,3.3,3.0,1.0,1.0,0,1.0
4540,-62.0,6.0,5.0,4.0,35.0,3.3,3.0,1.0,0.0,0,1.0
4541,-62.0,8.0,9.0,3.0,33.0,3.3,3.0,1.0,1.0,0,1.0
4542,-63.0,4.0,3.0,1.0,35.5,3.3,1.0,1.0,1.0,0,1.0
4543,-62.0,1.0,1.0,4.0,41.0,3.3,3.0,1.0,0.0,0,1.0
4544,-62.0,5.0,3.0,2.0,40.0,3.3,1.0,1.0,1.0,0,1.0
4545,-60.0,8.0,7.0,3.0,38.0,3.3,3.0,1.0,0.0,0,1.0
4546,-37.0,6.0,6.0,3.0,35.0,3.3,2.0,1.0,1.0,0,1.0
4547,-68.0,2.0,1.0,3.0,40.0,3.3,5.0,1.0,1.0,0,1.0
4549,-67.0,7.0,7.0,4.0,38.0,3.3,3.0,1.0,1.0,0,1.0
4550,-60.0,2.0,3.0,3.0,40.0,3.3,1.0,1.0,0.0,0,1.0
4551,-62.0,6.0,6.0,4.0,35.0,3.3,3.0,1.0,1.0,0,1.0
4552,-62.0,3.0,3.0,3.0,34.0,3.3,1.0,1.0,0.0,2,1.0
4554,-56.0,9.0,10.0,4.0,41.0,3.3,3.0,1.0,0.0,0,1.0
4555,-58.0,4.0,5.0,3.0,29.0,3.3,2.0,1.0,1.0,0,1.0
4556,-61.0,8.0,7.0,4.0,37.0,3.3,4.0,1.0,0.0,0,1.0
4558,-62.0,6.0,4.0,3.0,42.0,3.3,1.0,1.0,0.0,0,1.0
4559,-58.0,2.0,2.0,4.0,38.0,3.3,3.0,1.0,0.0,0,1.0
4560,-47.0,7.0,6.0,3.0,34.0,3.3,1.0,1.0,1.0,0,1.0
4562,-59.0,10.0,10.0,4.0,41.0,3.3,2.0,1.0,0.0,0,1.0
4563,-62.0,7.0,6.0,3.0,31.0,3.3,3.0,1.0,0.0,0,1.0
4564,-58.0,2.0,2.0,3.0,25.5,3.3,1.0,1.0,1.0,2,1.0
4565,-62.0,9.0,8.0,4.0,28.3,3.3,3.0,1.0,0.0,0,1.0
4566,-58.0,2.0,3.0,4.0,43.0,3.3,5.0,1.0,1.0,0,1.0
4567,-56.0,6.0,6.0,3.0,41.0,3.3,4.0,1.0,0.0,0,1.0
4568,-61.0,7.0,8.0,3.0,42.0,3.3,1.0,1.0,0.0,2,1.0
4570,-61.0,10.0,10.0,4.0,40.0,3.3,1.0,1.0,0.0,0,1.0
4571,-57.0,5.0,5.0,3.0,36.0,3.3,3.0,1.0,1.0,0,1.0
4572,-53.0,3.0,3.0,2.0,32.0,3.3,2.0,1.0,0.0,0,1.0
4573,-62.0,4.0,1.0,4.0,39.0,3.3,3.0,1.0,1.0,0,1.0
4574,-67.0,4.0,5.0,4.0,32.5,3.3,3.0,1.0,1.0,0,1.0
4575,-62.0,10.0,9.0,4.0,44.0,3.3,4.0,1.0,0.0,0,1.0
4577,-62.0,4.0,2.0,3.0,36.0,3.3,3.0,1.0,1.0,0,1.0
4578,-62.0,6.0,4.0,4.0,32.0,3.3,3.0,1.0,1.0,0,1.0
4579,-65.0,1.0,2.0,3.0,30.0,3.3,3.0,2.0,1.0,1,1.0
4580,-61.0,9.0,8.0,4.0,36.0,3.3,1.0,1.0,0.0,0,1.0
4582,-68.0,2.0,3.0,2.0,31.0,3.3,1.0,1.0,1.0,2,1.0
4583,-62.0,3.0,3.0,4.0,33.0,3.3,3.0,1.0,0.0,0,1.0
4584,-62.0,8.0,7.0,5.0,42.0,3.3,1.0,1.0,1.0,0,1.0
4585,-62.0,6.0,7.0,4.0,33.0,3.3,3.0,1.0,0.0,0,1.0
4586,-62.0,7.0,7.0,4.0,32.0,3.3,4.0,1.0,1.0,0,1.0
4587,-62.0,7.0,7.0,4.0,37.0,3.3,4.0,1.0,1.0,0,1.0
4588,-59.0,7.0,7.0,1.0,28.0,3.3,2.0,1.0,0.0,2,1.0
4589,-60.0,6.0,7.0,5.0,40.0,3.3,1.0,1.0,1.0,0,1.0
4590,-63.0,5.0,3.0,3.0,46.0,3.3,1.0,1.0,0.0,0,1.0
4592,-56.0,6.0,3.0,2.0,34.0,3.3,2.0,1.0,1.0,0,0.0
4593,-62.0,8.0,8.0,4.0,36.0,3.3,4.0,1.0,0.0,2,1.0
4594,-62.0,5.0,5.0,1.0,36.0,3.3,1.0,1.0,0.0,3,1.0
4595,-62.0,2.0,2.0,4.0,40.0,3.3,1.0,1.0,0.0,2,1.0
4596,-60.0,8.0,7.0,4.0,37.0,3.3,3.0,1.0,0.0,0,1.0
4597,-57.0,4.0,4.0,4.0,44.0,3.3,1.0,1.0,1.0,0,1.0
4598,-62.0,2.0,5.0,4.0,39.0,3.3,1.0,1.0,1.0,0,1.0
4599,-62.0,3.0,2.0,2.0,28.0,3.3,3.0,1.0,0.0,3,1.0
