age,workclass,education,marital_status,relationship,occupation,race,gender,capital_gain,capital_loss,hours_per_week,income
36,Private,HS-grad,Married,Husband,Sales,White,Male,7688,0,40,1
20,Private,School,Single,Own-child,Service,White,Male,0,0,32,0
55,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,60,0
47,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
33,Private,Masters,Married,Husband,Professional,White,Male,0,0,33,1
36,Private,Some-college,Married,Husband,Sales,White,Male,0,0,40,0
39,Private,Doctorate,Divorced,Unmarried,Professional,White,Female,0,0,80,0
55,Private,Bachelors,Married,Husband,White-Collar,White,Male,15024,0,48,1
21,Other/Unknown,Assoc,Single,Own-child,Other/Unknown,White,Male,0,0,15,0
48,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,45,0
30,Private,Assoc,Single,Own-child,Blue-Collar,White,Male,0,0,45,0
24,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,50,0
57,Self-Employed,HS-grad,Widowed,Not-in-family,Blue-Collar,White,Female,0,0,38,0
20,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,60,0
18,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Female,0,1602,20,0
56,Private,HS-grad,Divorced,Not-in-family,Professional,White,Female,4101,0,40,0
36,Private,HS-grad,Married,Wife,White-Collar,White,Female,0,0,40,1
44,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,1
57,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,15024,0,40,1
57,Private,HS-grad,Married,Husband,Blue-Collar,Black,Male,0,0,52,0
33,Private,HS-grad,Married,Husband,Service,White,Male,0,0,40,0
61,Other/Unknown,School,Married,Husband,Other/Unknown,White,Male,0,0,40,1
39,Private,Bachelors,Married,Husband,Blue-Collar,White,Male,15024,0,99,1
28,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
31,Private,Some-college,Single,Own-child,Service,White,Male,0,1721,16,0
60,Private,Assoc,Divorced,Not-in-family,Service,White,Female,0,0,40,0
36,Government,Assoc,Single,Not-in-family,Service,White,Male,0,0,40,1
58,Private,HS-grad,Widowed,Not-in-family,Sales,White,Female,0,0,35,1
50,Private,Some-college,Single,Not-in-family,Blue-Collar,White,Male,0,0,38,0
23,Government,Bachelors,Single,Own-child,White-Collar,White,Female,0,0,12,0
30,Private,HS-grad,Single,Not-in-family,Service,White,Male,0,0,40,0
20,Other/Unknown,School,Single,Other-relative,Other/Unknown,White,Male,0,0,40,0
90,Private,Prof-school,Married,Husband,Professional,White,Male,20051,0,72,1
49,Government,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,50,0
47,Government,Bachelors,Married,Husband,Professional,White,Male,3137,0,40,0
34,Private,Doctorate,Single,Not-in-family,Professional,White,Male,0,0,40,1
37,Government,HS-grad,Divorced,Unmarried,Service,White,Female,0,0,40,0
25,Private,School,Married,Wife,Service,Black,Female,0,0,50,0
37,Private,Assoc,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
47,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,0
34,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,60,1
34,Private,Some-college,Single,Not-in-family,Service,White,Male,0,0,40,0
35,Private,HS-grad,Married,Husband,White-Collar,White,Male,7688,0,50,1
39,Private,Some-college,Separated,Own-child,Blue-Collar,White,Male,0,0,40,0
32,Government,School,Married,Husband,Blue-Collar,White,Male,0,0,19,0
24,Private,HS-grad,Married,Wife,Service,White,Female,0,0,30,0
28,Private,Prof-school,Single,Not-in-family,Professional,White,Male,0,0,60,0
41,Self-Employed,School,Married,Husband,Blue-Collar,White,Male,0,2179,40,0
69,Other/Unknown,HS-grad,Widowed,Not-in-family,Other/Unknown,White,Female,0,0,9,0
32,Private,HS-grad,Married,Husband,Service,White,Male,0,0,90,0
58,Private,HS-grad,Divorced,Unmarried,Sales,White,Female,0,0,40,1
47,Self-Employed,HS-grad,Married,Husband,Sales,White,Male,0,0,75,1
41,Private,Bachelors,Married,Husband,White-Collar,White,Male,4386,0,50,1
35,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,50,1
24,Private,Some-college,Single,Own-child,Service,White,Male,0,0,20,0
46,Self-Employed,HS-grad,Married,Husband,Sales,Black,Male,0,0,60,1
69,Self-Employed,Bachelors,Married,Husband,White-Collar,White,Male,6418,0,45,1
22,Private,Bachelors,Single,Own-child,White-Collar,White,Female,0,0,40,0
36,Government,Masters,Single,Not-in-family,Professional,White,Female,0,0,40,0
31,Private,Bachelors,Married,Husband,Sales,White,Male,0,0,40,1
23,Government,Bachelors,Single,Own-child,Professional,Amer-Indian-Eskimo,Male,0,0,30,0
35,Private,Some-college,Single,Not-in-family,Professional,Black,Female,0,0,40,0
37,Government,Bachelors,Married,Husband,Service,White,Male,5178,0,40,1
35,Government,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,40,0
18,Private,School,Single,Own-child,Blue-Collar,White,Male,0,0,16,0
43,Private,School,Divorced,Unmarried,Blue-Collar,White,Female,0,0,40,0
53,Government,HS-grad,Married,Husband,Service,White,Male,0,0,40,0
54,Government,Some-college,Married,Husband,Service,White,Male,0,0,52,0
29,Private,HS-grad,Married,Wife,White-Collar,White,Female,0,0,40,0
46,Private,Assoc,Single,Not-in-family,White-Collar,White,Female,0,0,47,0
24,Private,Some-college,Single,Own-child,Blue-Collar,Asian-Pac-Islander,Male,0,0,30,0
30,Private,Some-college,Separated,Unmarried,Service,Asian-Pac-Islander,Female,0,0,40,0
23,Private,Some-college,Single,Not-in-family,Service,White,Female,0,0,6,0
27,Other/Unknown,Bachelors,Married,Not-in-family,Other/Unknown,Other,Female,0,0,6,0
36,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
38,Self-Employed,Bachelors,Married,Husband,Blue-Collar,White,Male,0,0,35,0
33,Private,Masters,Married,Husband,Service,White,Male,0,0,15,0
66,Private,Some-college,Married,Husband,Service,White,Male,0,0,40,0
45,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,0
68,Other/Unknown,HS-grad,Widowed,Not-in-family,Other/Unknown,White,Female,0,0,12,0
37,Private,HS-grad,Married,Husband,Sales,White,Male,15024,0,60,1
17,Private,School,Single,Own-child,Service,White,Female,0,0,10,0
31,Private,HS-grad,Married,Husband,White-Collar,Amer-Indian-Eskimo,Male,0,0,40,1
46,Private,Bachelors,Single,Not-in-family,White-Collar,White,Male,0,0,55,1
40,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,40,0
34,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,0
56,Private,School,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,45,0
42,Private,Some-college,Separated,Unmarried,White-Collar,Black,Female,0,0,41,0
46,Private,Masters,Married,Husband,White-Collar,White,Male,0,0,55,1
30,Private,HS-grad,Separated,Not-in-family,Blue-Collar,White,Male,0,0,50,0
33,Self-Employed,Bachelors,Married,Husband,Blue-Collar,White,Male,0,0,40,1
47,Private,HS-grad,Married,Wife,Blue-Collar,White,Female,0,0,40,0
57,Self-Employed,Assoc,Married,Unmarried,Blue-Collar,Amer-Indian-Eskimo,Male,0,0,40,0
34,Private,School,Divorced,Unmarried,Blue-Collar,White,Male,0,0,40,0
40,Private,HS-grad,Divorced,Own-child,Blue-Collar,White,Male,0,0,40,0
33,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,40,1
22,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
29,Private,School,Single,Unmarried,Service,Black,Female,0,0,35,0
53,Government,HS-grad,Married,Wife,White-Collar,White,Female,7688,0,35,1
36,Private,HS-grad,Separated,Own-child,White-Collar,Asian-Pac-Islander,Female,0,0,40,0
45,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,Asian-Pac-Islander,Male,10520,0,40,1
36,Private,Some-college,Divorced,Unmarried,Sales,White,Female,0,0,40,0
18,Self-Employed,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,11,0
27,Private,HS-grad,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
30,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
34,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,40,1
36,Private,Bachelors,Married,Husband,Sales,White,Male,0,0,40,1
36,Self-Employed,School,Single,Own-child,Blue-Collar,White,Male,0,0,75,0
48,Private,Masters,Married,Husband,White-Collar,White,Male,0,0,40,0
41,Self-Employed,Prof-school,Married,Husband,Professional,White,Male,0,1977,60,1
21,Private,School,Single,Not-in-family,Service,White,Female,0,0,40,0
47,Government,Masters,Married,Husband,Professional,White,Male,0,0,38,1
41,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
61,Self-Employed,School,Married,Husband,Blue-Collar,White,Male,0,0,20,0
64,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
35,Private,Some-college,Separated,Not-in-family,White-Collar,Black,Male,0,0,40,0
44,Private,HS-grad,Divorced,Unmarried,Blue-Collar,White,Male,0,0,50,0
20,Private,Some-college,Single,Own-child,Sales,White,Female,0,0,20,0
23,Government,Some-college,Divorced,Unmarried,White-Collar,White,Female,0,0,70,0
52,Private,School,Married,Wife,Service,White,Female,0,0,35,0
43,Private,Masters,Single,Not-in-family,White-Collar,White,Female,0,0,25,0
32,Private,Bachelors,Married,Husband,Blue-Collar,Asian-Pac-Islander,Male,0,0,40,0
63,Private,Bachelors,Married,Husband,Blue-Collar,Asian-Pac-Islander,Male,0,0,40,0
29,Private,Some-college,Single,Not-in-family,Service,White,Female,0,0,41,1
42,Self-Employed,Some-college,Married,Husband,White-Collar,Asian-Pac-Islander,Male,0,0,60,0
65,Private,School,Divorced,Not-in-family,Blue-Collar,White,Female,0,0,28,0
24,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
42,Private,Some-college,Single,Own-child,Service,White,Female,0,0,40,0
35,Private,HS-grad,Married,Husband,Blue-Collar,Black,Male,0,0,40,0
40,Self-Employed,Bachelors,Married,Husband,Sales,White,Male,0,0,40,1
38,Government,Some-college,Divorced,Unmarried,White-Collar,White,Female,0,0,40,0
26,Private,HS-grad,Divorced,Not-in-family,White-Collar,White,Female,0,0,50,0
46,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,1672,50,0
39,Private,Some-college,Single,Own-child,White-Collar,White,Female,0,0,20,0
29,Other/Unknown,Bachelors,Married,Not-in-family,Other/Unknown,White,Male,0,0,50,0
42,Private,Doctorate,Single,Not-in-family,Professional,White,Male,0,0,36,1
36,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,45,1
26,Private,Some-college,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,45,0
57,Private,Bachelors,Married,Husband,Sales,White,Male,0,1902,40,1
55,Private,HS-grad,Single,Not-in-family,Blue-Collar,Black,Male,0,0,40,0
35,Private,Some-college,Married,Husband,Sales,White,Male,0,0,55,1
41,Private,HS-grad,Separated,Unmarried,White-Collar,Black,Female,0,0,40,0
24,Private,Some-college,Single,Not-in-family,Service,White,Female,0,0,30,0
47,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
34,Self-Employed,Some-college,Married,Husband,Sales,White,Male,0,0,60,1
44,Private,Bachelors,Married,Husband,White-Collar,Black,Male,0,0,35,1
18,Other/Unknown,HS-grad,Single,Unmarried,Other/Unknown,White,Female,0,0,20,0
27,Private,Bachelors,Single,Not-in-family,White-Collar,White,Male,0,0,35,0
36,Private,Bachelors,Single,Not-in-family,White-Collar,White,Female,0,0,50,0
21,Private,Bachelors,Single,Own-child,Sales,White,Male,0,0,30,0
29,Private,HS-grad,Married,Husband,Blue-Collar,Other,Male,0,0,55,0
25,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
73,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,50,0
45,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,40,1
28,Private,Bachelors,Married,Wife,White-Collar,White,Female,0,0,50,1
43,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,50,0
47,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,42,0
20,Private,Some-college,Single,Own-child,White-Collar,White,Female,0,0,15,0
22,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,20,0
76,Self-Employed,School,Married,Husband,Blue-Collar,White,Male,0,0,10,0
24,Private,Some-college,Single,Not-in-family,Blue-Collar,Black,Male,0,0,40,0
54,Self-Employed,Some-college,Married,Husband,Sales,White,Male,0,0,50,0
30,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,1
33,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,58,0
30,Private,Some-college,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,50,0
40,Private,Assoc,Married,Husband,White-Collar,White,Male,0,0,50,1
27,Other/Unknown,Some-college,Divorced,Not-in-family,Other/Unknown,White,Male,0,0,30,0
49,Private,Assoc,Divorced,Unmarried,Sales,White,Female,0,0,40,0
30,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
22,Private,HS-grad,Single,Not-in-family,White-Collar,Other,Female,0,0,40,0
19,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,58,0
46,Private,HS-grad,Married,Husband,Service,White,Male,0,0,40,0
51,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,50,0
56,Private,School,Widowed,Unmarried,Blue-Collar,Other,Female,0,0,40,0
53,Private,Some-college,Widowed,Not-in-family,Sales,White,Female,0,0,40,0
60,Other/Unknown,Assoc,Widowed,Not-in-family,Other/Unknown,White,Female,0,0,40,0
27,Private,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,40,0
46,Private,Some-college,Single,Unmarried,White-Collar,White,Female,0,0,45,0
37,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
41,Private,Bachelors,Married,Husband,Service,Asian-Pac-Islander,Male,0,0,30,0
65,Other/Unknown,Assoc,Married,Husband,Other/Unknown,White,Male,0,0,50,1
30,Self-Employed,Some-college,Married,Wife,White-Collar,White,Female,0,0,55,1
57,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,72,0
44,Self-Employed,Some-college,Married,Husband,White-Collar,White,Male,0,0,50,0
32,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,4064,0,40,0
27,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
57,Government,Some-college,Widowed,Unmarried,White-Collar,White,Female,0,0,40,0
59,Self-Employed,Bachelors,Married,Husband,Blue-Collar,White,Male,0,0,30,0
32,Private,Prof-school,Married,Wife,Professional,Asian-Pac-Islander,Female,15024,0,50,1
90,Other/Unknown,HS-grad,Widowed,Not-in-family,Other/Unknown,White,Female,0,4356,40,0
22,Private,Bachelors,Single,Not-in-family,White-Collar,White,Female,0,0,30,0
39,Private,HS-grad,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
43,Private,Assoc,Married,Husband,White-Collar,White,Male,3103,0,48,1
38,Government,Bachelors,Married,Husband,White-Collar,Black,Male,0,0,50,1
61,Private,School,Divorced,Not-in-family,Sales,White,Male,0,0,25,0
24,Private,Some-college,Single,Own-child,Sales,White,Male,0,0,43,0
25,Private,Some-college,Single,Not-in-family,Sales,White,Male,0,0,45,0
44,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,40,0
55,Government,HS-grad,Divorced,Not-in-family,White-Collar,White,Female,0,0,40,1
90,Private,Bachelors,Married,Husband,Sales,White,Male,9386,0,15,1
30,Private,HS-grad,Divorced,Unmarried,White-Collar,White,Female,0,0,35,0
44,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
36,Private,School,Divorced,Other-relative,Blue-Collar,Black,Male,0,0,40,0
63,Self-Employed,Some-college,Married,Husband,White-Collar,White,Male,0,0,45,1
60,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
34,Self-Employed,Prof-school,Single,Not-in-family,Professional,White,Female,0,0,60,1
49,Self-Employed,School,Married,Husband,White-Collar,White,Male,0,0,65,0
47,Private,Masters,Married,Husband,White-Collar,White,Male,0,0,65,1
42,Self-Employed,HS-grad,Married,Husband,Sales,White,Male,0,0,43,1
53,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,45,0
23,Private,Some-college,Single,Not-in-family,Service,White,Female,4101,0,40,0
28,Other/Unknown,Assoc,Separated,Unmarried,Other/Unknown,White,Female,0,0,40,0
20,Private,Some-college,Married,Husband,Sales,Black,Male,0,0,35,0
43,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,3908,0,40,0
32,Private,Prof-school,Married,Husband,Professional,White,Male,0,1977,60,1
43,Private,Bachelors,Divorced,Unmarried,Sales,White,Male,0,0,44,1
31,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,60,0
29,Other/Unknown,HS-grad,Married,Wife,Other/Unknown,White,Female,0,0,40,0
24,Private,Some-college,Single,Own-child,White-Collar,Asian-Pac-Islander,Male,0,0,20,0
39,Private,Assoc,Separated,Not-in-family,White-Collar,Asian-Pac-Islander,Male,0,0,40,0
29,Private,Some-college,Married,Husband,Blue-Collar,Black,Male,0,0,40,1
20,Private,School,Single,Not-in-family,Blue-Collar,White,Male,0,0,25,0
23,Other/Unknown,Some-college,Single,Not-in-family,Other/Unknown,White,Male,0,0,40,0
42,Private,School,Separated,Unmarried,Service,White,Female,0,0,38,0
53,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
20,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,48,0
58,Self-Employed,School,Married,Husband,Blue-Collar,White,Male,0,2179,18,0
51,Self-Employed,HS-grad,Divorced,Not-in-family,Sales,White,Male,0,0,40,0
25,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,48,0
38,Private,Assoc,Single,Unmarried,Professional,White,Female,0,0,36,0
41,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,1
58,Private,Bachelors,Married,Husband,Blue-Collar,White,Male,0,0,40,1
25,Private,School,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
50,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
32,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,45,1
31,Self-Employed,Doctorate,Single,Own-child,Professional,White,Male,0,0,40,0
22,Private,Some-college,Single,Own-child,Service,White,Female,0,0,20,0
37,Private,HS-grad,Divorced,Other-relative,Blue-Collar,White,Male,0,0,40,0
32,Private,Some-college,Single,Other-relative,Sales,White,Female,0,0,40,0
46,Government,Prof-school,Single,Not-in-family,Professional,White,Female,0,1564,55,1
62,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
40,Government,HS-grad,Married,Husband,Service,Other,Male,0,0,40,0
56,Private,Bachelors,Married,Husband,Sales,Black,Male,7688,0,45,1
37,Private,Some-college,Divorced,Not-in-family,White-Collar,Asian-Pac-Islander,Female,0,0,40,1
41,Private,School,Married,Unmarried,Blue-Collar,White,Male,0,0,40,0
56,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,48,0
20,Private,Some-college,Single,Not-in-family,Blue-Collar,White,Male,0,0,30,0
34,Self-Employed,Bachelors,Married,Husband,Sales,White,Male,0,0,60,1
45,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,50,1
30,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,1
51,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,45,1
27,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,42,0
38,Private,Assoc,Married,Husband,Sales,White,Male,0,0,40,1
39,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,50,0
57,Other/Unknown,Bachelors,Married,Husband,Other/Unknown,White,Male,0,0,8,0
47,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,50,1
77,Other/Unknown,HS-grad,Married,Husband,Other/Unknown,White,Male,0,0,15,0
43,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
46,Government,HS-grad,Married,Husband,White-Collar,White,Male,0,0,65,0
41,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,1
20,Private,HS-grad,Single,Not-in-family,White-Collar,White,Female,0,0,30,0
30,Government,School,Married,Husband,White-Collar,White,Male,0,0,40,0
30,Private,HS-grad,Married,Husband,Service,Black,Male,0,0,25,0
22,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,35,0
25,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,44,1
18,Private,HS-grad,Single,Own-child,Sales,White,Female,0,0,22,0
28,Private,Bachelors,Single,Own-child,White-Collar,White,Female,0,1408,40,0
50,Private,Bachelors,Married,Husband,Service,White,Male,15024,0,40,1
28,Private,HS-grad,Single,Not-in-family,Service,Black,Female,0,0,48,0
21,Private,Some-college,Single,Own-child,Service,White,Female,0,0,40,0
37,Private,Assoc,Divorced,Own-child,Service,White,Male,0,0,40,0
28,Government,Bachelors,Single,Own-child,Professional,Black,Female,0,0,40,0
23,Private,School,Married,Husband,Service,White,Male,0,0,35,0
32,Private,Assoc,Single,Not-in-family,White-Collar,Black,Female,0,0,35,0
27,Private,School,Single,Own-child,Blue-Collar,White,Male,0,0,50,0
55,Private,HS-grad,Divorced,Unmarried,Professional,Black,Female,0,0,40,0
44,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
25,Private,Bachelors,Single,Own-child,Professional,White,Male,0,0,40,0
29,Private,HS-grad,Divorced,Unmarried,Sales,White,Female,0,0,32,0
50,Private,HS-grad,Married,Not-in-family,White-Collar,White,Female,0,0,55,0
18,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
74,Private,Bachelors,Widowed,Not-in-family,Service,White,Female,0,0,8,0
22,Private,School,Single,Not-in-family,Sales,White,Male,0,0,40,0
27,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,40,0
27,Government,Some-college,Single,Own-child,Service,White,Female,0,0,80,0
41,Private,Prof-school,Married,Husband,Professional,White,Male,15024,0,50,1
24,Private,Some-college,Married,Husband,White-Collar,White,Male,7298,0,40,1
23,Private,HS-grad,Single,Own-child,White-Collar,White,Female,0,0,40,0
34,Self-Employed,Prof-school,Married,Husband,Professional,White,Male,7688,0,60,1
46,Government,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,1
32,Private,Prof-school,Single,Not-in-family,Professional,White,Male,0,0,60,0
41,Private,HS-grad,Married,Husband,Blue-Collar,Other,Male,0,0,40,0
29,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,40,1
48,Private,School,Married,Other-relative,Blue-Collar,Asian-Pac-Islander,Female,0,0,45,0
51,Private,HS-grad,Single,Not-in-family,Service,Black,Male,0,0,40,0
34,Government,School,Single,Not-in-family,White-Collar,Black,Female,0,0,40,0
58,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,45,1
52,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
37,Self-Employed,Bachelors,Married,Husband,White-Collar,Other,Male,7298,0,50,1
53,Private,Some-college,Separated,Not-in-family,White-Collar,White,Female,0,0,40,0
54,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,20,0
36,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,60,0
25,Private,Assoc,Single,Own-child,White-Collar,White,Female,0,0,60,0
20,Private,Some-college,Single,Own-child,Professional,White,Female,0,0,48,0
23,Private,Assoc,Single,Not-in-family,White-Collar,White,Male,0,0,40,0
39,Self-Employed,Bachelors,Married,Husband,White-Collar,White,Male,0,0,60,1
20,Self-Employed,School,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
28,Private,Assoc,Single,Other-relative,Service,Black,Male,0,0,40,0
73,Government,HS-grad,Widowed,Not-in-family,White-Collar,White,Female,0,0,40,0
67,Private,HS-grad,Married,Husband,Service,White,Male,0,0,24,0
56,Private,Bachelors,Divorced,Not-in-family,White-Collar,White,Male,0,0,45,1
32,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,40,0
42,Private,Some-college,Divorced,Not-in-family,Blue-Collar,White,Male,0,1590,40,0
33,Private,HS-grad,Married,Husband,Service,Black,Male,0,0,40,0
37,Private,HS-grad,Single,Not-in-family,Service,White,Male,0,0,40,0
33,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,45,0
31,Private,School,Single,Unmarried,White-Collar,White,Female,0,0,40,0
59,Private,Masters,Married,Husband,White-Collar,White,Male,0,0,40,1
21,Private,HS-grad,Single,Unmarried,White-Collar,White,Male,0,0,40,0
58,Self-Employed,Some-college,Married,Husband,White-Collar,White,Male,0,0,50,1
24,Government,School,Single,Not-in-family,Service,White,Male,0,0,40,0
26,Government,Some-college,Married,Husband,Service,White,Male,0,0,40,0
26,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
33,Government,Masters,Single,Not-in-family,Professional,White,Female,0,0,40,0
25,Private,Bachelors,Single,Not-in-family,Sales,White,Male,0,0,40,0
21,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,50,0
24,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
39,Self-Employed,Assoc,Married,Wife,White-Collar,White,Female,0,0,40,1
68,Private,Some-college,Divorced,Unmarried,White-Collar,White,Female,0,0,40,0
66,Self-Employed,Some-college,Single,Not-in-family,Sales,White,Female,0,0,20,0
38,Private,Bachelors,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
41,Private,Masters,Married,Husband,White-Collar,White,Male,0,0,50,1
71,Other/Unknown,School,Widowed,Other-relative,Other/Unknown,White,Female,0,0,16,0
37,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
54,Self-Employed,Masters,Married,Husband,Sales,White,Male,4386,0,45,1
27,Government,Bachelors,Single,Not-in-family,Professional,White,Male,0,0,40,0
49,Private,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,40,0
19,Government,Some-college,Single,Own-child,Professional,White,Male,0,0,10,0
25,Private,Some-college,Single,Not-in-family,Blue-Collar,White,Male,0,0,50,0
47,Government,Some-college,Married,Husband,White-Collar,Black,Male,0,0,40,1
40,Private,Some-college,Married,Other-relative,Sales,White,Male,0,0,40,0
38,Private,Bachelors,Divorced,Not-in-family,White-Collar,White,Male,3325,0,40,0
25,Private,HS-grad,Single,Not-in-family,Service,White,Male,0,0,40,0
25,Private,Some-college,Single,Own-child,Blue-Collar,White,Female,0,0,50,0
23,Private,School,Single,Other-relative,Blue-Collar,Other,Male,0,0,40,0
28,Private,Masters,Divorced,Own-child,Sales,White,Female,0,0,40,0
29,Private,HS-grad,Married,Not-in-family,Blue-Collar,White,Male,0,0,40,0
32,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
34,Private,HS-grad,Single,Unmarried,Service,Black,Female,0,0,40,0
52,Private,Bachelors,Married,Husband,Professional,Black,Male,0,0,40,1
33,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,94,0
19,Private,Some-college,Single,Own-child,Sales,White,Male,0,0,35,0
68,Private,Doctorate,Married,Husband,Professional,White,Male,20051,0,55,1
41,Private,School,Single,Unmarried,Blue-Collar,White,Male,0,0,50,0
18,Self-Employed,HS-grad,Single,Unmarried,Service,Asian-Pac-Islander,Female,0,0,30,0
29,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,1485,40,1
40,Private,Masters,Married,Husband,White-Collar,White,Male,0,0,50,1
51,Self-Employed,Masters,Divorced,Unmarried,Professional,White,Male,0,0,60,1
